energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
571.83,0.08,0.00444,0.00016,,G,0.000000000005,1612.88,1041.1217,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
586.2648,0.0026,0.455,0.004,0.0000000000073,G,0.000000000032,930.546,344.2789,E0+M1+E2,,,0.013,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
588.6,0.3,0.0024,0.0011,,G,0.000000000006,1822.03,1233.8626,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
589.83,0.17,0.0013,0.00008,,G,,1612.88,1022.969,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
595.61,0.12,0.032,0.011,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
608.06,0.15,0.00027,0.00008,,G,,1292.753,684.69,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
609.23,0.22,0.00122,0.00016,,G,0.000000000005,1649.833,1041.1217,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
615.41,0.05,,,0.000000000037,G,,615.415,0.0,E0,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
616.05,0.05,0.0092,0.0005,,G,0.0000000000000199,1579.427,963.363,[E2],,,0.00750,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
644.39,0.06,0.0066,0.0005,,G,0.000000000004,1730.207,1085.8408,[E1],,,0.00248,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
656.489,0.005,0.1441,0.0022,,G,0.00000000006,1022.969,366.4795,E0+M1+E2,,,0.0568,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
664.77,0.05,0.0099,0.0005,,G,,1371.721,706.91,[E2],,,0.00623,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
671.155,0.014,0.024,0.004,,G,0.000000000004,1757.001,1085.8408,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
674.64,0.14,0.169,0.003,0.000000000005,G,0.00000000006,1041.1217,366.4795,E1,,,0.00225,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
675,,0.0213,0.0008,,G,0.0000000000073,1605.596,930.546,M1+E2,2.2,4,0.0075,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
678.623,0.005,0.473,0.004,,G,0.0000000000073,1434.020,755.3960,M1+E2,4.1,14,0.00680,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
683.25,0.09,0.0047,0.0003,,G,0.000000000004,1769.130,1085.8408,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
686.6,0.05,0.0203,0.0007,,G,0.0000000000000199,1649.833,963.363,[M1 E2],,,0.0078,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
688.67,0.005,0.856,0.006,0.000000000007,G,0.000000001396,810.453,121.7818,E0+M1+E2,,,0.0409,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
696.87,0.19,0.016,0.008,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
703.01,,0.0039,0.0003,,G,0.000000000037,1318.456,615.415,[E2],,,0.00599,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
703.55,0.06,0.0027,0.0003,,G,0.000000000032,1047.81,344.2789,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
707.16,0.07,0.00142,0.00006,,G,,1730.207,1022.969,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
712.83,0.05,0.0955,0.0024,,G,0.0000000000073,1643.421,930.546,[E1],,,0.00220,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
719.346,0.007,0.25,0.008,0.000000000004,G,0.00000000006,1085.8408,366.4795,(E2),,,0.00517,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
719.36,0.14,0.095,0.003,,G,0.000000000007,1529.8019,810.453,(E1),,,0.00197,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
728.04,0.04,0.0111,0.0004,,G,0.000000000005,1769.130,1041.1217,[E1],,,0.00192,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
734.14,0.12,0.0009,0.00013,,G,,1757.001,1022.969,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
735.43,0.08,0.00441,0.00019,,G,0.000000000005,1776.56,1041.1217,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
756.16,0.03,0.0044,0.0004,,G,,1779.119,1022.969,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
764.88,0.04,0.189,0.004,,G,0.000000000032,1109.200,344.2789,M1+E2(+E0),,,0.0070,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
766.38,0.18,0.00069,0.00008,,G,0.0000000000000199,1730.207,963.363,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
768.96,0.04,0.082,0.004,,G,0.000000000007,1579.427,810.453,[E1],,,0.001719,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
778.9045,0.0024,12.93,0.08,,G,0.000000000032,1123.1855,344.2789,E1,,,0.00184,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
794.78,0.05,0.0263,0.0016,,G,0.0000000000073,1550.17,755.3960,M1(+E2),-0.4,10,0.0075,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
802,0.5,0.00041,0.00005,,G,0.000000000007,1612.88,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
805.71,0.09,0.0152,0.0006,,G,0.0000000000000199,1769.130,963.363,[E1],,,0.001565,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
810.451,0.005,0.317,0.003,0.000000000007,G,,810.453,0.0,E2,,,0.00393,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
813.21,0.06,0.0043,0.0004,,G,0.0000000000000199,1776.56,963.363,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
839.36,0.04,0.0177,0.0005,,G,0.000000000007,1649.833,810.453,[E1],,,0.001444,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
841.574,0.005,0.168,0.003,0.0000000000000199,G,0.000000001396,963.363,121.7818,E1,,,0.001436,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
850.1,0.13,0.00077,0.00008,,G,0.0000000000073,1605.596,755.3960,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
855.21,0.07,0.00197,0.00013,,G,0.00000000006,1221.67,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
867.38,0.003,4.23,0.03,0.000000000006,G,0.00000000006,1233.8626,366.4795,M1+E2,-6.2,5,0.00343,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
896.59,0.09,0.067,0.0021,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
901.19,0.05,0.0854,0.0024,,G,0.000000001396,1022.969,121.7818,E2,,,0.00311,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
906.06,0.1,0.0092,0.0004,,G,,1612.88,706.91,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
919.337,0.004,0.419,0.005,0.000000000005,G,0.000000001396,1041.1217,121.7818,E1,,,0.001210,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
919.74,0.04,0.0065,0.0004,,G,0.000000000007,1730.207,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
926.31,0.05,0.272,0.003,,G,0.00000000006,1292.753,366.4795,[E2],,,0.00293,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
930.59,0.05,0.0729,0.0019,0.0000000000073,G,,930.546,0.0,(E2),,,0.00320,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
937.05,0.15,0.0027,0.0008,,G,0.0000000000073,1692.40,755.3960,[M1 E2],,,0.0043,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
947.15,0.14,0.00109,0.00019,,G,0.000000000007,1757.001,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
958.63,0.05,0.0197,0.0011,,G,0.000000000007,1769.130,810.453,[M1 E2],,,0.0035,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
961.08,0.04,0.008,0.0021,,G,0.000000001396,1082.816,121.7818,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
963.367,0.007,0.14,0.006,0.0000000000000199,G,,963.363,0.0,[E1],,,0.001107,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
964.057,0.005,14.51,0.07,0.000000000004,G,0.000000001396,1085.8408,121.7818,M1+E2,-9.3,6,0.00271,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
968.65,0.04,0.00792,0.00022,,G,0.000000000007,1779.119,810.453,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
970.22,0.09,0.0012,0.0003,,G,0.000000000032,1314.640,344.2789,E1+M2,-0.021,12,0.001207,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
974.09,0.05,0.0136,0.0008,,G,0.000000000032,1318.456,344.2789,M1+E2,0.58,7,0.0039,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
990.18,0.05,0.0314,0.0013,,G,0.000000000037,1605.596,615.415,E2,,,0.00281,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1001.1,0.3,0.0045,0.0008,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1005.27,0.05,0.659,0.011,,G,0.00000000006,1371.721,366.4795,M1+E2,-3.1,3,0.00259,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1050.1,0.6,0.0007,0.0003,,G,,1757.001,706.91,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1084,1,0.245,0.008,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1084.38,0.11,0.0106,0.0008,,G,,1769.130,684.69,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1085.837,0.01,10.11,0.05,0.000000000004,G,,1085.8408,0.0,E2,,,0.00209,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1089.737,0.005,1.734,0.011,,G,0.000000000032,1434.020,344.2789,M1+E2,22,10,0.00231,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1109.18,0.05,0.189,0.006,,G,,1109.200,0.0,E2,,,0.00222,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1112.076,0.003,13.67,0.08,0.000000000006,G,0.000000001396,1233.8626,121.7818,M1+E2,-8.7,6,0.00201,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1139,1,0.00125,0.00008,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1170.97,0.09,0.0372,0.0016,,G,0.000000001396,1292.753,121.7818,[M1 E2],,,0.0023,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1206.09,0.16,0.013,0.0013,,G,0.000000000032,1550.17,344.2789,[E2],,,0.00188,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1212.948,0.011,1.415,0.008,,G,0.00000000006,1579.427,366.4795,E1,,,0.000756,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1246.34,0.16,0.00093,0.00013,,G,0.00000000006,1612.88,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1249.94,0.05,0.187,0.003,,G,0.000000001396,1371.721,121.7818,E2,,,0.001586,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1261.35,0.05,0.0335,0.0013,,G,0.000000000032,1605.596,344.2789,M1,,,0.00265,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1292.78,0.05,0.101,0.003,,G,,1292.753,0.0,[E2],,,0.001491,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1299.142,0.008,1.633,0.011,,G,0.000000000032,1643.421,344.2789,E1+M2,,,0.000788,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1314.6,,0.0019,0.0005,,G,,1314.640,0.0,E1,,,0.000773,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1315.58,0.16,0.00364,0.00016,,G,0.00000000006,1682.07,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1318.38,0.17,0.00157,0.00013,,G,,1318.456,0.0,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1348.1,0.07,0.0173,0.0008,,G,0.000000000032,1692.40,344.2789,M1+E2,-13,6,0.001541,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1363.78,0.05,0.0258,0.0006,,G,0.00000000006,1730.207,366.4795,(E1),,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1390.5,0.12,0.00425,0.00016,,G,0.00000000006,1757.001,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1408.013,0.003,20.87,0.09,,G,0.000000001396,1529.8019,121.7818,E1+M2,0.043,3,0.000707,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1455.1,0.3,0.0025,0.0005,,G,0.00000000006,1822.03,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1457.643,0.011,0.497,0.004,,G,0.000000001396,1579.427,121.7818,E1,,,0.000703,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1485.9,0.3,0.0056,0.0024,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1491.4,0.8,0.0006,0.0003,,G,0.000000001396,1612.88,121.7818,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1528.1,0.04,0.279,0.003,,G,0.000000001396,1649.833,121.7818,E1,,,0.000715,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1605.62,0.07,0.0079,0.0004,,G,,1605.596,0.0,E2,,,0.001190,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1608.36,0.07,0.0054,0.00021,,G,0.000000001396,1730.207,121.7818,E1,,,0.000735,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1635.38,0.2,0.00016,0.00004,,G,0.000000001396,1757.001,121.7818,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1647.44,0.12,0.0073,0.0003,,G,0.000000001396,1769.130,121.7818,E2(+M1),0.6,GT,0.00117,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1674.31,0.06,0.0061,0.0008,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1698.1,0.4,0.0058,0.0019,,G,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1769.09,0.04,0.00931,0.00022,,G,,1769.130,0.0,E2,,,0.000989,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
